tract_geoid,first_year_shootings,last_year_shootings,total_shootings,avg_annual,recent_avg,change,pct_change,is_emerging,is_improving
42101980001,3,15,44,4.0,9.333333333333334,12,400.0,False,False
42101980002,1,2,18,1.6363636363636365,3.0,1,100.0,False,False
42101980003,0,0,4,0.36363636363636365,0.3333333333333333,0,0.0,False,False
42101980100,0,0,2,0.18181818181818182,0.3333333333333333,0,0.0,False,False
42101980200,0,0,3,0.2727272727272727,0.3333333333333333,0,0.0,False,False
42101980300,0,2,3,0.2727272727272727,0.6666666666666666,2,100.0,False,False
42101980400,0,1,3,0.2727272727272727,1.0,1,100.0,False,False
42101980500,1,0,20,1.8181818181818181,0.6666666666666666,-1,-100.0,False,False
42101980600,0,1,1,0.09090909090909091,0.3333333333333333,1,100.0,False,False
42101980701,0,0,1,0.09090909090909091,0.0,0,0.0,False,False
42101980702,1,1,11,1.0,1.0,0,0.0,False,False
42101980800,1,0,8,0.7272727272727273,0.0,-1,-100.0,False,False
42101980901,0,1,28,2.5454545454545454,3.3333333333333335,1,100.0,False,False
42101980903,0,0,2,0.18181818181818182,0.0,0,0.0,False,False
42101980906,0,0,5,0.45454545454545453,0.0,0,0.0,False,False
42101989100,0,1,2,0.18181818181818182,0.3333333333333333,1,100.0,False,False
42101989200,0,0,1,0.09090909090909091,0.0,0,0.0,False,False
42101989300,9,3,45,4.090909090909091,4.0,-6,-66.7,False,False
