GEOID,scenario,base_class,scenario_class,base_time,scenario_time,became_desert,left_desert,shootings,population
42101003702,off_peak,8,7,10,10.0,False,False,33,3742
42101003702,morning_rush,8,7,10,14.0,False,False,33,3742
42101003702,evening_rush,8,7,10,15.0,False,False,33,3742
42101003702,overnight,8,7,10,9.0,False,False,33,3742
42101003800,off_peak,2,1,10,10.0,False,False,7,3851
42101003800,morning_rush,2,1,10,14.0,False,False,7,3851
42101003800,evening_rush,2,1,10,15.0,False,False,7,3851
42101003800,overnight,2,1,10,9.0,False,False,7,3851
42101003901,off_peak,5,4,10,10.0,False,False,18,5813
42101003901,morning_rush,5,4,10,14.0,False,False,18,5813
42101003901,evening_rush,5,4,10,15.0,False,False,18,5813
42101003901,overnight,5,4,10,9.0,False,False,18,5813
42101003902,off_peak,5,4,10,10.0,False,False,9,5419
42101003902,morning_rush,5,4,10,14.0,False,False,9,5419
42101003902,evening_rush,5,4,10,15.0,False,False,9,5419
42101003902,overnight,5,4,10,9.0,False,False,9,5419
42101004001,off_peak,5,4,10,10.0,False,False,7,4029
42101004001,morning_rush,5,4,10,14.0,False,False,7,4029
42101004001,evening_rush,5,4,10,15.0,False,False,7,4029
42101004001,overnight,5,4,10,9.0,False,False,7,4029
42101015300,off_peak,8,7,10,10.0,False,False,73,5051
42101015300,morning_rush,8,7,10,14.0,False,False,73,5051
42101015300,evening_rush,8,7,10,15.0,False,False,73,5051
42101015300,overnight,8,7,10,9.0,False,False,73,5051
42101025300,off_peak,5,4,10,10.0,False,False,48,4771
42101025300,morning_rush,5,4,10,14.0,False,False,48,4771
42101025300,evening_rush,5,4,10,15.0,False,False,48,4771
42101025300,overnight,5,4,10,9.0,False,False,48,4771
42101028300,off_peak,8,7,10,10.0,False,False,126,6545
42101028300,morning_rush,8,7,10,14.0,False,False,126,6545
42101028300,evening_rush,8,7,10,15.0,False,False,126,6545
42101028300,overnight,8,7,10,9.0,False,False,126,6545
42101008302,off_peak,8,7,10,10.0,False,False,149,4844
42101008302,morning_rush,8,7,10,14.0,False,False,149,4844
42101008302,evening_rush,8,7,10,15.0,False,False,149,4844
42101008302,overnight,8,7,10,9.0,False,False,149,4844
42101008400,off_peak,8,7,10,10.0,False,False,73,5403
42101008400,morning_rush,8,7,10,14.0,False,False,73,5403
42101008400,evening_rush,8,7,10,15.0,False,False,73,5403
42101008400,overnight,8,7,10,9.0,False,False,73,5403
42101008500,off_peak,8,7,10,10.0,False,False,143,6515
42101008500,morning_rush,8,7,10,14.0,False,False,143,6515
42101008500,evening_rush,8,7,10,15.0,False,False,143,6515
42101008500,overnight,8,7,10,9.0,False,False,143,6515
42101002300,off_peak,2,1,10,10.0,False,False,2,2971
42101002300,morning_rush,2,1,10,14.0,False,False,2,2971
42101002300,evening_rush,2,1,10,15.0,False,False,2,2971
42101002300,overnight,2,1,10,9.0,False,False,2,2971
42101009500,off_peak,8,7,10,10.0,False,False,83,3755
42101009500,morning_rush,8,7,10,14.0,False,False,83,3755
42101009500,evening_rush,8,7,10,15.0,False,False,83,3755
42101009500,overnight,8,7,10,9.0,False,False,83,3755
42101009600,off_peak,8,7,10,10.0,False,False,129,3528
42101009600,morning_rush,8,7,10,14.0,False,False,129,3528
42101009600,evening_rush,8,7,10,15.0,False,False,129,3528
42101009600,overnight,8,7,10,9.0,False,False,129,3528
42101010000,off_peak,6,4,10,10.0,False,False,34,5306
42101010000,morning_rush,6,4,10,14.0,False,False,34,5306
42101010000,evening_rush,6,4,10,15.0,False,False,34,5306
42101010000,overnight,6,4,10,9.0,False,False,34,5306
42101010100,off_peak,9,7,10,10.0,False,True,78,6303
42101010100,morning_rush,9,7,10,14.0,False,True,78,6303
42101010100,evening_rush,9,7,10,15.0,False,True,78,6303
42101010100,overnight,9,7,10,9.0,False,True,78,6303
42101010200,off_peak,9,7,10,10.0,False,True,99,3427
42101010200,morning_rush,9,7,10,14.0,False,True,99,3427
42101010200,evening_rush,9,7,10,15.0,False,True,99,3427
42101010200,overnight,9,7,10,9.0,False,True,99,3427
42101010300,off_peak,9,7,10,10.0,False,True,99,2632
42101010300,morning_rush,9,7,10,14.0,False,True,99,2632
42101010300,evening_rush,9,7,10,15.0,False,True,99,2632
42101010300,overnight,9,7,10,9.0,False,True,99,2632
42101015101,off_peak,9,7,10,10.0,False,True,52,2161
42101015101,morning_rush,9,7,10,14.0,False,True,52,2161
42101015101,evening_rush,9,7,10,15.0,False,True,52,2161
42101015101,overnight,9,7,10,9.0,False,True,52,2161
42101015102,off_peak,9,7,10,10.0,False,True,153,4930
42101015102,morning_rush,9,7,10,14.0,False,True,153,4930
42101015102,evening_rush,9,7,10,15.0,False,True,153,4930
42101015102,overnight,9,7,10,9.0,False,True,153,4930
42101004201,off_peak,3,1,10,10.0,False,False,3,4916
42101004201,morning_rush,3,1,10,14.0,False,False,3,4916
42101004201,evening_rush,3,1,10,15.0,False,False,3,4916
42101004201,overnight,3,1,10,9.0,False,False,3,4916
42101016902,off_peak,9,7,10,10.0,False,True,164,3925
42101016902,morning_rush,9,7,10,14.0,False,True,164,3925
42101016902,evening_rush,9,7,10,15.0,False,True,164,3925
42101016902,overnight,9,7,10,9.0,False,True,164,3925
42101007102,off_peak,9,7,10,10.0,False,True,85,4584
42101007102,morning_rush,9,7,10,14.0,False,True,85,4584
42101007102,evening_rush,9,7,10,15.0,False,True,85,4584
42101007102,overnight,9,7,10,9.0,False,True,85,4584
42101008102,off_peak,9,7,10,10.0,False,True,66,4902
42101008102,morning_rush,9,7,10,14.0,False,True,66,4902
42101008102,evening_rush,9,7,10,15.0,False,True,66,4902
42101008102,overnight,9,7,10,9.0,False,True,66,4902
42101027901,off_peak,9,7,10,10.0,False,True,61,3256
42101027901,morning_rush,9,7,10,14.0,False,True,61,3256
42101027901,evening_rush,9,7,10,15.0,False,True,61,3256
42101027901,overnight,9,7,10,9.0,False,True,61,3256
42101027902,off_peak,6,4,10,10.0,False,False,49,4912
42101027902,morning_rush,6,4,10,14.0,False,False,49,4912
42101027902,evening_rush,6,4,10,15.0,False,False,49,4912
42101027902,overnight,6,4,10,9.0,False,False,49,4912
42101008101,off_peak,9,7,10,10.0,False,True,58,3119
42101008101,morning_rush,9,7,10,14.0,False,True,58,3119
42101008101,evening_rush,9,7,10,15.0,False,True,58,3119
42101008101,overnight,9,7,10,9.0,False,True,58,3119
