GEOID,NAME,early_avg_density,recent_avg_density,pct_change,trend,total_population
42101014201,142.01,5.939229933245773,0.0,-100.0,Decreasing,3295
42101980901,9809.01,0.18860574642409134,0.6286858214136378,233.33333333333334,Increasing,0
42101014202,142.02,3.1588185028441473,5.264697504740247,66.66666666666671,Increasing,2273
42101000101,1.01,2.45346979057274,4.90693958114548,100.0,Increasing,1947
42101980002,9800.02,0.39944966981120805,1.1983490094336242,200.00000000000006,Increasing,0
42101000404,4.04,0.0,0.0,0.0,Stable,3130
42101000805,8.05,0.0,0.0,0.0,Stable,2582
42101012501,125.01,0.0,2.9223097106889395,100.0,Increasing,2235
42101000403,4.03,6.183687505878829,24.734750023515318,300.0,Increasing,1047
42101000701,7.01,12.289732958897924,12.289732958897924,0.0,Stable,1807
42101000806,8.06,11.792883806966303,47.17153522786521,300.0,Increasing,2253
42101989300,9893,6.881133260228554,4.587422173485702,-33.33333333333334,Decreasing,127
42101030501,305.01,20.590115600490968,18.302324978214195,-11.111111111111107,Stable,4946
42101016901,169.01,80.79601329252483,57.23050941553842,-29.166666666666668,Decreasing,3356
42101017000,170,3.186763903704215,6.373527807408432,100.00000000000007,Increasing,3008
42101017100,171,18.91836902196263,9.08081713054206,-52.000000000000014,Decreasing,3234
42101017202,172.02,89.12502006230295,86.1541860602262,-3.3333333333333237,Stable,4415
42101027401,274.01,23.78695410218074,42.287918403876866,77.77777777777776,Increasing,3223
42101020101,201.01,46.41884229371062,21.424081058635675,-53.84615384615383,Decreasing,3196
42101028901,289.01,16.949025726050753,31.073213831093042,83.3333333333333,Increasing,4015
42101016702,167.02,68.07500037078258,85.09375046347823,25.000000000000018,Increasing,2575
42101021700,217,0.0,0.0,0.0,Stable,5781
42101021900,219,0.0,0.5908732412120653,100.0,Increasing,1480
42101022000,220,0.0,0.0,0.0,Stable,1477
42101023700,237,2.4139301321019153,1.6092867547346101,-33.333333333333336,Decreasing,4874
42101023900,239,0.0,0.0,0.0,Stable,1988
42101024000,240,2.7982145417573108,8.394643625271932,200.0,Increasing,4009
42101024100,241,6.350474457042973,10.584124095071623,66.66666666666667,Increasing,1401
42101024600,246,13.896882609731264,15.28657087070439,9.999999999999993,Stable,2552
42101008802,88.02,6.556078935737425,8.741438580983234,33.33333333333334,Increasing,6156
42101021600,216,0.0,0.4071194443244655,100.0,Increasing,2256
42101023100,231,0.0,0.0,0.0,Stable,1573
42101023500,235,1.0800786627708296,0.0,-100.0,Decreasing,1288
42101023600,236,0.0,0.0,0.0,Stable,2513
42101014900,149,91.43601543899554,41.908173742872954,-54.16666666666667,Decreasing,4318
42101014700,147,2.5567342161362983,74.14529226795264,2800.0,Increasing,3311
42101014800,148,54.20550337319116,40.65412752989337,-25.0,Stable,898
42101024200,242,29.208157343906297,17.84942948794274,-38.888888888888886,Decreasing,4595
42101024300,243,5.085785287849299,7.6286779317739475,49.999999999999986,Increasing,4204
42101024500,245,32.33551278374093,17.245606817995164,-46.666666666666664,Decreasing,4904
42101017300,173,27.640307865629627,26.65315401328571,-3.5714285714285725,Stable,2070
42101017400,174,78.04666054190432,31.706455845148625,-59.375,Decreasing,2456
42101017500,175,78.46851013744327,67.76825875506465,-13.636363636363633,Stable,6716
42101017601,176.01,138.641467885745,90.93687678527358,-34.40860215053764,Decreasing,5031
42101024700,247,25.68245197984088,12.84122598992044,-50.0,Decreasing,4291
42101024900,249,69.02676607862084,29.203631802493437,-57.692307692307686,Decreasing,2614
42101025200,252,17.22329592244903,9.064892590762646,-47.36842105263158,Decreasing,8034
42101025400,254,1.1216006779484908,1.1216006779484908,0.0,Stable,3784
42101980701,9807.01,0.20987547807461313,0.0,-100.0,Decreasing,0
42101001203,12.03,0.0,0.0,0.0,Stable,1949
42101001302,13.02,6.990896686873558,0.0,-100.0,Decreasing,4762
42101013701,137.01,13.057647363386378,0.0,-100.0,Decreasing,1753
42101980003,9800.03,0.0,1.669140594202661,100.0,Increasing,0
42101001301,13.01,5.069816015774648,0.0,-100.0,Decreasing,1867
42101000702,7.02,0.0,0.0,0.0,Stable,2248
42101038301,383.01,2.290813194625082,5.727032986562705,150.0,Increasing,2356
42101014600,146,3.879779498933082,21.33878724413195,450.0,Increasing,4745
42101980904,9809.04,0.0,0.0,0.0,Stable,0
42101039100,391,7.578917992533637,6.889925447757853,-9.09090909090908,Stable,3248
42101980902,9809.02,0.0,0.0,0.0,Stable,0
42101980903,9809.03,5.0441724857149435,0.0,-100.0,Decreasing,0
42101980906,9809.06,0.0,0.0,0.0,Stable,0
42101980905,9809.05,0.0,0.0,0.0,Stable,0
42101036700,367,3.5484511899188695,5.914085316531448,66.66666666666664,Increasing,3611
42101037800,378,0.7610614682627806,1.2176983492204492,60.00000000000002,Increasing,2215
42101014500,145,8.057014312828139,16.114028625656278,100.0,Increasing,2218
42101021800,218,0.0,0.8582061550083879,100.0,Increasing,4997
42101021300,213,0.0,0.0,0.0,Stable,3243
42101037600,376,7.462390922720497,6.218659102267082,-16.66666666666666,Stable,3304
42101031200,312,6.752112475731654,6.752112475731654,0.0,Stable,5125
42101009100,91,6.085919162424697,24.343676649698782,299.9999999999999,Increasing,2962
42101033600,336,1.4969869727366183,2.9939739454732366,100.0,Increasing,6285
42101004202,42.02,0.0,1.9043452229693179,100.0,Increasing,5522
42101016800,168,53.48281412161142,34.1695756888073,-36.11111111111111,Decreasing,3963
42101007000,70,27.577444468773923,20.22345927710088,-26.666666666666654,Decreasing,3521
42101029100,291,11.001588315307083,7.765827046099118,-29.411764705882348,Decreasing,4316
42101980100,9801,0.0,0.1546762552202966,100.0,Increasing,307
42101030000,300,60.66250284098424,49.288283558299696,-18.749999999999996,Stable,8294
42101013300,133,12.06012233844939,4.824048935379756,-60.0,Decreasing,3500
42101026400,264,19.503311624223674,8.668138499654967,-55.55555555555555,Decreasing,5674
42101026500,265,15.81369551212122,14.2323259609091,-9.999999999999988,Stable,5370
42101026100,261,13.295505532392339,2.6591011064784675,-80.0,Decreasing,2886
42101026200,262,3.1058455777479512,6.2116911554959024,100.0,Increasing,4013
42101026302,263.02,28.202127411224367,14.714153431943148,-47.82608695652174,Decreasing,4550
42101026600,266,11.350517347475297,6.6211351193605905,-41.66666666666666,Decreasing,7060
42101026700,267,37.52158679440533,21.440906739660193,-42.85714285714285,Decreasing,7518
42101026900,269,4.213667328335338,0.0,-100.0,Decreasing,2431
42101027100,271,2.0974427707838,16.7795421662704,700.0,Increasing,2609
42101027200,272,3.811987478762481,6.353312464604136,66.6666666666667,Increasing,4782
42101027300,273,13.70418428792479,4.568061429308263,-66.66666666666667,Decreasing,5601
42101036201,362.01,2.4735414744104016,0.0,-100.0,Decreasing,5299
42101028500,285,23.3976731918916,33.42524741698799,42.85714285714284,Increasing,2625
42101028600,286,23.314320301380395,23.314320301380395,0.0,Stable,6980
42101028700,287,24.697773185324632,22.452521077567848,-9.090909090909086,Stable,2775
42101012201,122.01,0.0,2.277586441493727,100.0,Increasing,2954
42101007101,71.01,64.76987994757172,81.81458519693268,26.315789473684177,Increasing,2317
42101002801,28.01,11.616946009391539,11.616946009391539,0.0,Stable,4234
42101030200,302,22.979037624136126,27.766337129164484,20.833333333333325,Stable,8013
42101036202,362.02,0.7811999261751496,0.0,-100.0,Decreasing,5856
42101027700,277,38.15082848216675,34.97159277531952,-8.333333333333334,Stable,5197
42101027800,278,23.81728244811005,14.29036946886603,-40.0,Decreasing,5082
42101028000,280,25.239249159152525,19.229904121259068,-23.809523809523807,Stable,4212
42101027600,276,11.793004009053712,10.482670230269967,-11.111111111111105,Stable,4066
42101028200,282,34.300819125053174,27.23888577577752,-20.588235294117652,Stable,4893
42101028400,284,21.036429536940418,22.789465331685452,8.333333333333332,Stable,3633
42101029000,290,4.410927715854078,22.05463857927039,399.9999999999999,Increasing,8182
42101029300,293,12.416457521074596,13.658103273182055,9.999999999999996,Stable,3563
42101029400,294,9.295963422133225,21.24791639344737,128.57142857142856,Increasing,3841
42101036203,362.03,0.0,0.0,0.0,Stable,4788
42101009801,98.01,8.692000013117761,0.0,-100.0,Decreasing,2563
42101029800,298,18.619514829738044,19.94948017471933,7.142857142857127,Stable,5299
42101029900,299,33.57383242568769,27.734905047307223,-17.39130434782609,Stable,4475
42101030100,301,15.478389216103679,27.384842459260355,76.92307692307693,Increasing,6010
42101030600,306,2.570128753353806,1.7134191689025373,-33.33333333333333,Decreasing,7192
42101036301,363.01,0.3575178554566318,0.7150357109132636,100.0,Increasing,4073
42101036302,363.02,1.6572421256637808,1.6572421256637808,0.0,Stable,4111
42101031800,318,13.560186550225238,13.560186550225238,0.0,Stable,4086
42101036303,363.03,0.0,0.6743077556711273,100.0,Increasing,6840
42101036400,364,0.0,0.0,0.0,Stable,1004
42101030700,307,3.9528352933065345,0.0,-100.0,Decreasing,4387
42101030800,308,1.0850287592864756,5.425143796432377,399.9999999999999,Increasing,5338
42101030900,309,2.677587725199358,4.016381587799037,50.000000000000014,Increasing,4459
42101031000,310,0.8118792707114468,5.683154894980128,600.0000000000001,Increasing,7860
42101031300,313,3.764179126088805,11.292537378266415,199.99999999999997,Increasing,7227
42101031600,316,8.265986089932321,2.3617103114092344,-71.42857142857143,Decreasing,6236
42101031700,317,6.793981430625654,6.793981430625654,0.0,Stable,6109
42101032000,320,1.2682800122530715,5.073120049012286,300.0,Increasing,7873
42101032100,321,18.737207652307024,23.421509565383783,25.000000000000018,Increasing,3801
42101032500,325,14.401024232688497,19.544247172934387,35.7142857142857,Increasing,6195
42101032600,326,4.267062163188958,12.801186489566874,200.00000000000006,Increasing,7012
42101989100,9891,0.0,0.19994492314314613,100.0,Increasing,1265
42101032900,329,3.7015251770721656,3.7015251770721656,0.0,Stable,3656
42101033800,338,1.2331900667976594,10.482115567780104,749.9999999999999,Increasing,6526
42101033000,330,12.948513504140278,14.125651095425757,9.090909090909086,Stable,10323
42101033300,333,0.8043357366345772,2.4130072099037316,199.99999999999997,Increasing,3730
42101033400,334,2.2795237380776476,2.2795237380776476,0.0,Stable,5457
42101033900,339,3.0274972004222707,0.7568743001055677,-75.0,Decreasing,3066
42101034000,340,0.0,0.0,0.0,Stable,3185
42101034100,341,0.6450762164108319,1.2901524328216638,100.0,Increasing,5828
42101008602,86.02,21.048908727412066,2.3387676363791186,-88.8888888888889,Decreasing,3168
42101009802,98.02,12.671228832112817,4.223742944037606,-66.66666666666666,Decreasing,5787
42101037500,375,5.005991098348726,0.0,-100.0,Decreasing,3700
42101018001,180.01,2.228651531955309,2.228651531955309,0.0,Stable,2251
42101034200,342,0.0,0.6974987443405188,100.0,Increasing,3621
42101034400,344,0.0,0.0,0.0,Stable,8014
42101034600,346,0.9286422996536562,0.9286422996536562,0.0,Stable,2679
42101034701,347.01,0.7518339184253086,2.2555017552759256,199.99999999999997,Increasing,7628
42101011000,110,23.77093719260961,39.05225395928721,64.28571428571429,Increasing,2729
42101011100,111,19.23529859612161,13.26572316973904,-31.034482758620697,Decreasing,4049
42101011300,113,18.011668577757067,23.157859599973378,28.571428571428605,Increasing,3822
42101011400,114,14.1976248299369,11.535570174323732,-18.749999999999996,Stable,6843
42101012100,121,0.0,0.9786600754577192,100.0,Increasing,3052
42101003002,30.02,26.628361163583993,3.804051594797713,-85.71428571428572,Decreasing,3171
42101013900,139,18.40368917617206,6.134563058724019,-66.66666666666666,Decreasing,2585
42101011500,115,44.27932903890579,20.974419018429064,-52.63157894736841,Decreasing,4881
42101011800,118,12.272755092701082,9.440580840539294,-23.076923076923077,Stable,5048
42101011900,119,17.49421158788631,22.492557755853824,28.571428571428566,Increasing,5570
42101012000,120,2.874621241017526,0.0,-100.0,Decreasing,1917
42101013100,131,26.799015230073127,29.478916753080444,10.000000000000014,Stable,1871
42101013500,135,2.1322830729368887,0.0,-100.0,Decreasing,4078
42101031401,314.01,4.35418847784086,7.256980796401433,66.66666666666666,Increasing,7461
42101013401,134.01,0.0,0.0,0.0,Stable,2974
42101018002,180.02,7.8523017214048885,11.778452582107333,50.0,Increasing,5381
42101013800,138,27.829242068594827,15.179586582869907,-45.454545454545446,Decreasing,2077
42101014100,141,18.429832476662067,33.78802620721378,83.33333333333329,Increasing,2982
42101035701,357.01,0.0,0.0,0.0,Stable,4771
42101035702,357.02,0.5537460932028803,0.5537460932028803,0.0,Stable,4781
42101033701,337.01,0.8882624746248444,1.7765249492496888,100.0,Increasing,6779
42101028902,289.02,21.89359334751046,17.7233850908418,-19.04761904761906,Stable,6431
42101033702,337.02,0.8161874376791496,0.0,-100.0,Decreasing,4489
42101020102,201.02,90.2646890831099,43.975104937925344,-51.28205128205128,Decreasing,3543
42101031101,311.01,9.876793072336914,9.876793072336914,0.0,Stable,4551
42101031102,311.02,15.180543932758342,15.18054393275834,-1.1701536172014372e-14,Stable,4748
42101019502,195.02,11.657464387859015,25.64642165328983,119.99999999999997,Increasing,3901
42101019501,195.01,46.02970194209704,67.94860762880994,47.61904761904766,Increasing,4615
42101033101,331.01,1.7729910573842529,12.41093740168977,600.0,Increasing,5402
42101001102,11.02,0.0,4.230734280888316,100.0,Increasing,2722
42101000803,8.03,0.0,5.649351915084729,100.0,Increasing,2998
42101017201,172.01,78.79711680967836,98.49639601209793,24.999999999999982,Stable,2863
42101980800,9808,1.205922711082466,0.0,-100.0,Decreasing,0
42101005600,56,5.136296656719058,2.0545186626876233,-60.0,Decreasing,1138
42101000500,5,0.0,18.121941891503898,100.0,Increasing,3057
42101034803,348.03,0.674736535841586,0.0,-100.0,Decreasing,3941
42101006000,60,8.863758894916637,17.727517789833275,100.0,Increasing,6440
42101006100,61,14.517032902531012,11.291025590857453,-22.222222222222225,Stable,2919
42101006300,63,31.077544158027745,26.41591253432358,-15.000000000000005,Stable,4415
42101033102,331.02,2.4006607285915567,6.001651821478892,150.0,Increasing,3891
42101031501,315.01,4.410518448705715,4.410518448705715,0.0,Stable,7479
42101008601,86.01,10.25826191568639,6.83884127712426,-33.33333333333333,Decreasing,3376
42101037700,377,17.574382303060563,18.74600778993127,6.666666666666678,Stable,5349
42101010700,107,52.43219057795525,48.687034108101294,-7.142857142857155,Stable,3255
42101010800,108,30.953273916360832,44.21896273765833,42.857142857142854,Increasing,4532
42101010600,106,32.52196244638805,55.28733615885969,70.0,Increasing,1799
42101005400,54,0.7266161590677137,0.0,-100.0,Decreasing,1739
42101005500,55,3.6562774305797547,3.6562774305797556,2.4291877095313636e-14,Stable,5897
42101006400,64,19.667318217613452,1.311154547840897,-93.33333333333333,Decreasing,4717
42101026800,268,1.1150724582347384,6.690434749408431,500.0,Increasing,4308
42101014400,144,7.083070547989738,5.666456438391791,-20.0,Stable,5346
42101036600,366,0.959708818045359,1.5995146967422649,66.66666666666666,Increasing,2240
42101001201,12.01,0.0,2.409653204096472,100.0,Increasing,4323
42101012204,122.04,0.0,1.8449011072820867,100.0,Increasing,3915
42101012203,122.03,0.0,7.5833619961789855,100.0,Increasing,1074
42101013602,136.02,3.4979630437586096,3.4979630437586096,0.0,Stable,3975
42101034502,345.02,0.0,0.0,0.0,Stable,5299
42101000902,9.02,0.0,0.0,0.0,Stable,2736
42101002702,27.02,4.696197138489572,0.0,-100.0,Decreasing,4407
42101014300,143,1.0112142783120934,0.0,-100.0,Decreasing,1979
42101028100,281,15.43111491985952,34.29136648857671,122.22222222222226,Increasing,3976
42101035302,353.02,0.0,1.1390569267220518,100.0,Increasing,4691
42101002000,20,23.809393728774754,11.904696864387377,-50.0,Decreasing,2028
42101036502,365.02,0.0,0.4981551115111847,100.0,Increasing,4284
42101001101,11.01,0.0,4.961232416727602,100.0,Increasing,4598
42101027402,274.02,55.71559165119701,25.325268932362274,-54.545454545454554,Decreasing,7055
42101000401,4.01,0.0,3.7097227121730096,100.0,Increasing,2675
42101034501,345.01,0.0,3.8588846215942993,100.0,Increasing,4955
42101000901,9.01,16.364531920913098,24.546797881369653,50.000000000000036,Increasing,2166
42101017702,177.02,142.93441435832275,79.40800797684598,-44.44444444444444,Decreasing,4726
42101014000,140,25.51938230927473,13.741205858840237,-46.15384615384616,Decreasing,5753
42101023800,238,3.313678918144815,5.522798196908027,66.66666666666671,Increasing,5396
42101010900,109,24.12913807294296,21.11299581382509,-12.500000000000004,Stable,2717
42101024800,248,16.225357659509843,8.112678829754921,-50.0,Decreasing,2250
42101033500,335,0.0,2.7466091893918736,100.0,Increasing,4077
42101007700,77,0.0,5.357908117837664,100.0,Increasing,1815
42101003001,30.01,3.8108957480481203,11.432687244144361,200.00000000000006,Increasing,3431
42101002802,28.02,0.0,0.0,0.0,Stable,5720
42101002701,27.01,23.03849424390006,23.03849424390006,0.0,Stable,3821
42101980600,9806,0.0,0.6709280639278901,100.0,Increasing,0
42101034702,347.02,0.0,0.836310389138322,100.0,Increasing,3475
42101026000,260,9.532385769286076,0.0,-100.0,Decreasing,3058
42101027500,275,11.295794632974518,12.707768962096331,12.499999999999986,Stable,4667
42101034801,348.01,0.6206102956949124,1.2412205913898249,100.0,Increasing,4719
42101034802,348.02,0.0,0.696151943896221,100.0,Increasing,5716
42101034900,349,0.0,1.768921218810081,100.0,Increasing,5398
42101035100,351,0.0,0.0,0.0,Stable,3852
42101035200,352,0.0,0.0,0.0,Stable,4578
42101980300,9803,0.0,0.22664243217994415,100.0,Increasing,0
42101035500,355,0.0,0.37683261718659905,100.0,Increasing,7591
42101035800,358,0.0,0.4906500289613975,100.0,Increasing,6152
42101035900,359,0.0,1.1525880845403662,100.0,Increasing,4952
42101036000,360,0.42245010689894563,0.42245010689894563,0.0,Stable,3437
42101036100,361,2.1352210748879172,0.7117403582959724,-66.66666666666667,Decreasing,4160
42101001800,18,7.122030956259326,7.122030956259326,0.0,Stable,3300
42101001900,19,0.0,7.888417670062968,100.0,Increasing,3643
42101002100,21,18.1739778905737,10.90438673434422,-40.0,Decreasing,2363
42101002200,22,26.424794142266776,11.32491177525719,-57.14285714285714,Decreasing,2418
42101002400,24,3.2248566192391377,17.736711405815257,450.0,Increasing,4707
42101002900,29,0.0,2.3317091104464094,100.0,Increasing,3891
42101003100,31,65.41838654129441,15.264290192968696,-76.66666666666667,Decreasing,5017
42101003200,32,50.90881954335114,42.131436863463016,-17.241379310344826,Stable,4196
42101003300,33,29.756849303287144,26.781164372958433,-9.99999999999999,Stable,6286
42101008200,82,22.51780114524621,24.56487397663223,9.0909090909091,Stable,7503
42101008301,83.01,25.035465801389453,13.352248427407709,-46.666666666666664,Decreasing,4111
42101003600,36,36.69637292023164,14.320535773748931,-60.97560975609757,Decreasing,6915
42101004002,40.02,10.014205499143824,7.510654124357868,-25.0,Stable,5272
42101004101,41.01,27.700614866959494,39.242537728192616,41.666666666666664,Increasing,5001
42101011200,112,32.60143401089863,60.055273177971166,84.21052631578951,Increasing,5307
42101009400,94,56.50203036754931,54.14777910223476,-4.1666666666666625,Stable,3864
42101006500,65,22.645054126714154,22.645054126714154,0.0,Stable,4672
42101006600,66,33.14163177237271,31.815966501477806,-3.999999999999991,Stable,3396
42101006700,67,14.655104332006431,24.99988386048156,70.58823529411767,Increasing,7868
42101007200,72,37.77927759696959,39.496517487740945,4.545454545454565,Stable,4525
42101001600,16,13.188240728492941,4.396080242830981,-66.66666666666666,Decreasing,2428
42101001700,17,4.0584970490770145,8.116994098154029,100.0,Increasing,2978
42101007300,73,11.169404862172556,22.33880972434511,100.0,Increasing,3295
42101007400,74,21.709229568260596,8.939094528107304,-58.82352941176471,Decreasing,3955
42101002500,25,19.739756508691514,19.73975650869151,-1.7997758367668938e-14,Stable,4349
42101007800,78,2.0231769259991492,4.0463538519982984,100.0,Increasing,4191
42101007900,79,0.0,4.5684999005846985,100.0,Increasing,3952
42101008000,80,38.068759681199204,22.03980823648375,-42.10526315789473,Decreasing,3867
42101003701,37.01,53.40904662486283,26.704523312431416,-50.0,Decreasing,5396
42101003702,37.02,10.470886714235316,27.922364571294178,166.66666666666669,Increasing,3742
42101003800,38,2.3778010560979346,1.5852007040652898,-33.33333333333333,Decreasing,3851
42101003901,39.01,2.053618793464805,8.21447517385922,300.0,Increasing,5813
42101003902,39.02,3.8120005019071392,1.9060002509535696,-50.0,Decreasing,5419
42101004001,40.01,0.0,10.965981359873672,100.0,Increasing,4029
42101015300,153,29.44379741960188,29.44379741960188,0.0,Stable,5051
42101025300,253,17.822714135060515,13.367035601295385,-25.00000000000001,Decreasing,4771
42101035301,353.01,1.2227323558344925,0.6113661779172462,-50.0,Decreasing,5111
42101031900,319,10.04919537429386,3.3497317914312865,-66.66666666666666,Decreasing,5354
42101028300,283,29.502530090121514,28.219811390551012,-4.347826086956527,Stable,6545
42101008302,83.02,75.11982214645035,85.27114946353822,13.513513513513503,Stable,4844
42101008400,84,27.52984457456886,30.971075146389968,12.500000000000005,Stable,5403
42101008500,85,66.68312059511871,47.233877088209084,-29.166666666666668,Decreasing,6515
42101009000,90,1.6424786555786595,0.0,-100.0,Decreasing,7375
42101002300,23,4.065095660001931,0.0,-100.0,Decreasing,2971
42101006200,62,18.634175701586482,11.85811181010049,-36.36363636363635,Decreasing,4394
42101032300,323,11.51055936360054,20.143478886300944,74.99999999999997,Increasing,3302
42101000600,6,10.000894720417635,30.002684161252905,199.99999999999994,Increasing,1536
42101001500,15,21.639133715853816,10.819566857926908,-50.0,Decreasing,3251
42101009200,92,11.803209899441997,0.0,-100.0,Decreasing,3444
42101009300,93,55.89402373155224,88.14057588437083,57.692307692307686,Increasing,5200
