Outcome,Mean_Black_Tracts,Mean_Other_Tracts,Raw_Gap,Explained,Unexplained,Pct_Explained,Pct_Unexplained
Shooting Density (log),3.216172908624749,1.7245016532409738,1.4916712553837752,0.4697715494353192,1.0218997059484614,31.492967886845612,68.50703211315474
Transport Time (min),9.265734265734265,12.41869918699187,-3.1529649212576043,-1.529493865491049,-1.6234710557665368,48.50970130301954,51.49029869697988
